record_id,employee_id,year,performance_score,projects_completed,training_hours,attendance_rate_percent,bonus_awarded
636,128,2021,3.31,1,74,98.65,No
637,128,2022,3.60,2,63,87.61,No
638,128,2023,3.86,5,70,91.27,No
639,128,2024,3.65,2,85,89.06,No
640,128,2025,4.01,3,91,90.06,Yes
641,129,2021,4.41,9,45,92.03,No
642,129,2022,3.84,8,71,88.46,Yes
643,129,2023,4.44,5,64,85.31,Yes
644,129,2024,3.94,8,60,88.74,Yes
645,129,2025,4.00,4,57,94.34,No
646,130,2021,2.45,1,27,85.22,No
647,130,2022,3.16,5,38,89.66,No
648,130,2023,2.90,1,23,89.93,Yes
649,130,2024,2.46,9,24,97.10,No
650,130,2025,2.52,9,46,94.17,Yes
651,131,2021,3.77,8,74,90.87,No
652,131,2022,4.44,6,81,96.41,Yes
653,131,2023,4.27,8,72,86.81,Yes
654,131,2024,4.13,3,75,86.40,No
655,131,2025,3.95,10,73,89.75,No
656,132,2021,3.78,10,55,89.72,No
657,132,2022,3.40,7,84,97.73,Yes
658,132,2023,3.49,2,78,98.53,No
659,132,2024,3.24,7,56,94.63,No
660,132,2025,3.96,2,67,98.70,Yes
661,133,2021,4.46,6,28,97.60,Yes
662,133,2022,4.41,2,46,97.88,Yes
663,133,2023,3.93,6,25,89.55,No
664,133,2024,4.64,5,45,92.05,No
665,133,2025,4.02,2,31,91.59,Yes
666,134,2021,4.13,1,90,92.68,Yes
667,134,2022,4.28,7,63,88.42,No
668,134,2023,3.86,4,81,86.80,No
669,134,2024,4.12,8,87,86.48,No
670,134,2025,4.38,3,70,88.55,No
671,135,2021,4.72,6,76,99.02,Yes
672,135,2022,4.53,2,71,88.76,Yes
673,135,2023,4.65,7,59,85.75,Yes
674,135,2024,4.24,9,84,97.67,No
675,135,2025,4.28,10,61,91.75,Yes
676,136,2021,3.41,8,58,89.16,Yes
677,136,2022,3.40,4,65,96.78,No
678,136,2023,3.04,5,63,98.78,Yes
679,136,2024,3.31,5,67,91.14,No
680,136,2025,3.40,9,61,90.72,No
681,137,2021,4.38,6,56,86.84,No
682,137,2022,4.25,2,34,85.58,No
683,137,2023,4.56,10,45,98.55,Yes
684,137,2024,4.62,1,37,91.97,Yes
685,137,2025,4.16,9,40,91.02,No
686,138,2021,4.61,4,46,86.96,No
687,138,2022,4.02,10,37,86.50,Yes
688,138,2023,4.69,8,46,93.90,Yes
689,138,2024,4.33,4,47,98.92,Yes
690,138,2025,4.58,4,36,96.43,No
691,139,2021,4.29,5,46,89.60,No
692,139,2022,4.13,2,55,86.94,No
693,139,2023,4.45,4,38,94.31,Yes
694,139,2024,4.84,5,44,89.32,No
695,139,2025,4.14,10,55,85.09,No
696,140,2021,3.34,10,73,87.02,No
697,140,2022,3.79,4,58,96.34,Yes
698,140,2023,3.38,7,82,90.87,Yes
699,140,2024,3.29,1,66,87.80,Yes
700,140,2025,3.53,6,58,99.53,Yes
701,141,2021,4.75,8,59,85.81,No
702,141,2022,4.56,1,75,93.25,No
703,141,2023,4.68,5,73,95.84,Yes
704,141,2024,4.81,7,68,97.55,No
705,141,2025,4.72,7,59,94.31,No
706,142,2021,4.37,7,77,90.23,No
707,142,2022,4.47,6,78,90.85,Yes
708,142,2023,4.21,3,74,95.51,Yes
709,142,2024,4.57,9,69,98.08,Yes
710,142,2025,4.81,1,79,85.10,Yes
711,143,2021,3.22,9,40,97.41,Yes
712,143,2022,3.12,7,42,93.97,Yes
713,143,2023,3.42,3,50,95.00,No
714,143,2024,3.84,10,58,94.83,No
715,143,2025,3.45,1,41,97.31,Yes
716,144,2021,3.18,1,77,94.49,Yes
717,144,2022,2.60,7,63,90.67,Yes
718,144,2023,3.26,2,65,88.31,Yes
719,144,2024,3.07,8,79,91.97,Yes
720,144,2025,3.16,2,61,93.81,Yes
721,145,2021,4.76,9,50,94.19,No
722,145,2022,4.40,9,46,91.56,No
723,145,2023,4.10,7,40,98.86,No
724,145,2024,4.24,1,41,96.82,Yes
725,145,2025,4.15,3,58,93.82,Yes
726,146,2021,3.55,7,34,85.20,Yes
727,146,2022,3.90,2,49,89.48,Yes
728,146,2023,3.49,5,42,89.72,No
729,146,2024,3.37,10,52,95.61,Yes
730,146,2025,3.87,1,35,93.92,Yes
731,147,2021,3.82,5,28,88.39,No
732,147,2022,3.61,1,36,92.15,No
733,147,2023,3.37,8,18,97.32,Yes
734,147,2024,3.95,6,25,88.82,No
735,147,2025,3.68,1,32,95.72,Yes
736,148,2021,3.56,9,32,97.02,Yes
737,148,2022,3.97,6,48,95.83,Yes
738,148,2023,3.40,9,43,95.25,Yes
739,148,2024,3.57,1,23,92.32,Yes
740,148,2025,4.01,5,39,93.17,No
741,149,2021,3.22,1,50,97.84,Yes
742,149,2022,3.56,4,36,90.94,No
743,149,2023,3.18,4,41,99.86,Yes
744,149,2024,2.93,8,35,89.35,Yes
745,149,2025,3.26,1,61,93.55,No
746,150,2021,3.86,2,88,86.77,No
747,150,2022,3.71,10,84,85.15,Yes
748,150,2023,3.89,3,77,91.46,No
749,150,2024,4.06,10,86,85.25,No
750,150,2025,3.55,6,80,90.03,Yes
751,151,2021,3.25,6,70,87.86,Yes
752,151,2022,3.50,9,83,87.88,Yes
753,151,2023,3.58,7,77,91.57,Yes
754,151,2024,3.31,2,85,86.16,Yes
755,151,2025,3.08,7,69,94.43,No
756,152,2021,4.21,9,48,89.47,Yes
757,152,2022,4.66,7,37,93.03,No
758,152,2023,4.61,3,42,99.38,No
759,152,2024,4.11,4,36,99.62,No
760,152,2025,4.11,5,49,90.80,Yes
761,153,2021,2.34,6,54,87.08,Yes
762,153,2022,2.48,10,55,93.20,No
763,153,2023,2.24,2,74,99.06,Yes
764,153,2024,2.56,8,53,99.78,No
765,153,2025,2.46,1,69,95.10,Yes
766,154,2021,3.08,9,81,99.39,No
767,154,2022,3.42,10,73,94.31,No
768,154,2023,3.07,9,75,97.17,No
769,154,2024,2.95,6,58,99.55,No
770,154,2025,2.81,3,84,94.14,No
771,155,2021,4.44,7,62,94.75,Yes
772,155,2022,3.95,7,62,95.42,Yes
773,155,2023,4.22,3,52,85.96,No
774,155,2024,4.48,1,50,98.69,No
775,155,2025,4.36,7,61,97.11,Yes
776,156,2021,2.97,6,45,96.31,No
777,156,2022,2.99,6,45,95.83,Yes
778,156,2023,2.98,7,37,97.41,Yes
779,156,2024,3.38,10,34,98.48,No
780,156,2025,3.54,9,45,89.71,No
781,157,2021,3.35,3,94,87.13,No
782,157,2022,3.83,9,70,89.72,No
783,157,2023,3.35,7,84,97.55,No
784,157,2024,3.14,1,95,99.93,Yes
785,157,2025,3.83,9,96,97.30,No
786,158,2021,4.55,6,76,95.61,No
787,158,2022,4.00,7,61,88.30,No
788,158,2023,4.22,1,76,94.94,No
789,158,2024,4.31,4,72,88.63,No
790,158,2025,4.38,7,82,96.68,Yes
791,159,2021,3.61,6,59,95.89,No
792,159,2022,3.25,3,62,92.70,Yes
793,159,2023,3.56,10,71,98.43,No
794,159,2024,3.32,1,65,92.54,No
795,159,2025,3.45,3,48,97.59,No
796,160,2021,2.58,7,37,91.41,Yes
797,160,2022,2.93,3,46,99.78,Yes
798,160,2023,2.79,4,52,98.04,No
799,160,2024,3.01,8,37,87.56,Yes
800,160,2025,2.41,7,28,91.63,Yes
801,161,2021,2.96,9,34,86.11,Yes
802,161,2022,2.94,3,43,90.41,Yes
803,161,2023,3.37,5,41,88.89,Yes
804,161,2024,3.46,1,37,88.44,No
805,161,2025,3.42,7,33,99.73,No
806,162,2021,3.02,3,88,97.08,Yes
807,162,2022,2.96,10,69,90.27,No
808,162,2023,2.84,5,81,87.45,No
809,162,2024,3.02,6,82,92.41,No
810,162,2025,3.51,8,82,97.09,Yes
811,163,2021,3.54,1,61,94.63,No
812,163,2022,3.24,8,89,97.20,No
813,163,2023,3.73,5,72,94.73,Yes
814,163,2024,3.70,3,65,91.13,No
815,163,2025,3.21,8,79,85.93,No
816,164,2021,2.30,1,69,96.11,Yes
817,164,2022,2.86,7,78,94.77,No
818,164,2023,2.55,4,85,86.37,Yes
819,164,2024,2.24,6,64,92.14,Yes
820,164,2025,2.84,3,88,99.71,No
821,165,2021,3.67,9,26,99.17,Yes
822,165,2022,3.73,3,13,93.56,No
823,165,2023,3.01,3,29,90.00,No
824,165,2024,3.67,9,27,96.40,No
825,165,2025,3.60,10,16,89.25,No
826,166,2021,4.31,6,35,91.19,Yes
827,166,2022,4.36,6,59,86.51,Yes
828,166,2023,3.97,9,39,98.39,Yes
829,166,2024,4.14,6,55,87.51,Yes
830,166,2025,4.42,3,57,99.38,Yes
831,167,2021,4.37,10,73,95.08,Yes
832,167,2022,4.51,2,73,85.22,Yes
833,167,2023,4.43,6,80,91.36,Yes
834,167,2024,4.82,4,58,87.03,No
835,167,2025,4.36,10,59,92.49,No
836,168,2021,2.95,8,39,88.54,Yes
837,168,2022,2.62,9,45,86.41,Yes
838,168,2023,2.39,1,17,96.26,No
839,168,2024,3.02,5,24,98.23,No
840,168,2025,2.70,1,20,96.95,No
841,169,2021,4.19,2,91,95.76,Yes
842,169,2022,4.29,2,79,90.43,Yes
843,169,2023,4.24,3,63,97.47,Yes
844,169,2024,4.31,6,83,97.82,Yes
845,169,2025,4.03,6,64,86.59,Yes
846,170,2021,2.98,5,51,90.68,No
847,170,2022,3.69,7,72,89.68,Yes
848,170,2023,3.33,3,71,88.34,Yes
849,170,2024,3.05,10,55,85.57,Yes
850,170,2025,3.56,9,47,95.12,No
851,171,2021,3.77,2,75,90.83,Yes
852,171,2022,3.77,8,57,88.58,No
853,171,2023,4.04,2,80,85.42,No
854,171,2024,3.55,10,66,90.29,Yes
855,171,2025,3.70,4,84,92.48,Yes
856,172,2021,3.40,10,52,99.31,No
857,172,2022,3.39,3,55,88.34,Yes
858,172,2023,3.37,3,56,92.58,Yes
859,172,2024,3.35,2,35,90.24,No
860,172,2025,3.01,7,52,93.51,No
861,173,2021,3.83,10,58,95.33,Yes
862,173,2022,4.07,10,69,99.46,Yes
863,173,2023,4.24,7,63,86.94,No
864,173,2024,4.49,9,54,96.20,No
865,173,2025,4.16,1,64,90.70,Yes
866,174,2021,3.95,4,53,96.04,No
867,174,2022,3.28,8,50,85.53,Yes
868,174,2023,3.72,10,55,98.82,No
869,174,2024,3.87,2,67,86.54,Yes
870,174,2025,3.34,10,79,97.39,Yes
871,175,2021,2.61,1,36,97.74,Yes
872,175,2022,2.73,10,50,88.36,Yes
873,175,2023,2.91,3,34,89.90,No
874,175,2024,2.24,9,29,87.88,No
875,175,2025,2.39,9,41,95.13,Yes
876,176,2021,4.50,9,46,98.23,No
877,176,2022,4.29,10,55,86.94,No
878,176,2023,4.59,2,40,85.38,No
879,176,2024,4.46,4,33,99.92,No
880,176,2025,3.90,9,58,87.41,Yes
881,177,2021,3.02,5,35,99.30,No
882,177,2022,3.23,9,35,89.04,No
883,177,2023,3.58,3,22,85.75,No
884,177,2024,3.33,4,17,85.29,Yes
885,177,2025,3.07,6,25,95.28,Yes
886,178,2021,2.88,7,65,99.77,No
887,178,2022,2.83,7,70,97.49,Yes
888,178,2023,3.10,6,84,93.68,Yes
889,178,2024,3.19,3,71,90.66,No
890,178,2025,3.12,3,78,85.21,No
891,179,2021,3.59,3,33,99.60,No
892,179,2022,3.54,7,44,91.16,Yes
893,179,2023,3.50,4,27,91.71,Yes
894,179,2024,4.08,9,33,95.11,No
895,179,2025,3.81,3,41,97.53,Yes
896,180,2021,3.54,2,48,97.26,Yes
897,180,2022,3.52,6,74,98.92,Yes
898,180,2023,3.14,6,75,87.05,No
899,180,2024,3.69,5,55,91.82,No
900,180,2025,3.27,2,63,93.54,Yes
901,181,2021,3.09,9,40,92.37,No
902,181,2022,2.82,10,39,95.71,No
903,181,2023,3.16,9,35,95.94,No
904,181,2024,3.17,8,24,85.36,No
905,181,2025,3.17,1,15,95.42,No
906,182,2021,2.78,7,73,91.18,No
907,182,2022,3.04,6,70,96.34,Yes
908,182,2023,2.89,9,74,99.67,No
909,182,2024,2.55,3,76,99.71,No
910,182,2025,2.63,3,80,97.00,No
911,183,2021,2.92,10,21,97.59,No
912,183,2022,3.13,1,43,91.24,No
913,183,2023,2.71,2,18,96.30,Yes
914,183,2024,3.12,1,24,95.05,Yes
915,183,2025,2.91,3,40,88.91,Yes
916,184,2021,3.27,6,23,95.48,Yes
917,184,2022,3.43,9,36,91.20,No
918,184,2023,3.59,7,52,99.28,Yes
919,184,2024,3.50,7,27,94.81,No
920,184,2025,2.99,10,30,94.99,Yes
921,185,2021,2.83,7,60,90.75,Yes
922,185,2022,2.53,6,64,90.36,No
923,185,2023,2.52,8,71,90.37,No
924,185,2024,2.42,1,76,99.88,Yes
925,185,2025,2.49,6,52,91.81,No
926,186,2021,2.73,1,62,95.55,Yes
927,186,2022,2.68,4,36,86.16,Yes
928,186,2023,2.60,7,47,90.54,Yes
929,186,2024,2.64,6,50,90.32,Yes
930,186,2025,2.52,1,53,97.33,Yes
931,187,2021,3.64,3,89,88.36,Yes
932,187,2022,3.50,4,82,86.95,No
933,187,2023,3.49,2,71,87.34,Yes
934,187,2024,3.58,5,73,94.37,No
935,187,2025,3.46,2,96,93.84,Yes
936,188,2021,3.40,2,64,88.01,No
937,188,2022,3.71,4,67,92.14,No
938,188,2023,3.13,7,55,89.95,Yes
939,188,2024,3.18,8,59,92.92,No
940,188,2025,3.59,10,56,92.03,No
941,189,2021,4.01,3,15,87.31,Yes
942,189,2022,4.19,2,18,98.18,No
943,189,2023,4.24,8,39,90.89,No
944,189,2024,4.20,1,17,96.37,Yes
945,189,2025,4.56,9,10,93.17,Yes
946,190,2021,2.90,6,58,91.34,No
947,190,2022,3.24,9,57,86.76,No
948,190,2023,2.73,5,47,86.29,No
949,190,2024,2.76,5,54,96.36,No
950,190,2025,2.59,8,56,98.55,Yes
951,191,2021,3.83,10,59,95.18,No
952,191,2022,3.61,10,78,92.63,No
953,191,2023,3.31,9,79,87.01,No
954,191,2024,3.18,5,68,94.37,No
955,191,2025,3.46,9,78,88.63,No
956,192,2021,4.75,1,47,91.21,No
957,192,2022,4.49,1,46,96.15,No
958,192,2023,4.53,9,50,98.59,No
959,192,2024,4.41,5,53,85.63,No
960,192,2025,4.32,4,44,87.93,No
961,193,2021,4.22,10,84,94.93,Yes
962,193,2022,4.17,10,59,98.35,No
963,193,2023,4.10,7,75,94.03,No
964,193,2024,3.65,10,59,94.40,Yes
965,193,2025,4.38,1,75,94.53,No
966,194,2021,3.99,7,28,98.41,Yes
967,194,2022,3.63,3,48,94.17,No
968,194,2023,3.67,7,58,87.80,No
969,194,2024,3.63,9,54,86.48,Yes
970,194,2025,3.52,8,55,99.02,Yes
971,195,2021,4.11,9,78,97.87,Yes
972,195,2022,3.43,6,65,99.13,Yes
973,195,2023,3.40,3,51,86.81,Yes
974,195,2024,3.59,7,52,87.79,Yes
975,195,2025,3.36,9,50,90.99,No
976,196,2021,4.29,2,56,98.26,No
977,196,2022,4.59,6,28,92.85,Yes
978,196,2023,4.45,7,57,96.77,No
979,196,2024,4.23,1,50,94.38,No
980,196,2025,4.57,2,46,96.96,No
981,197,2021,4.86,6,60,86.74,No
982,197,2022,4.64,10,47,93.82,No
983,197,2023,4.32,7,42,97.01,Yes
984,197,2024,4.72,6,56,93.51,Yes
985,197,2025,4.75,8,55,98.71,No
986,198,2021,3.69,10,70,92.05,No
987,198,2022,3.53,4,62,99.01,No
988,198,2023,3.27,5,45,86.03,Yes
989,198,2024,3.42,5,61,96.30,Yes
990,198,2025,3.78,7,51,94.66,No
991,199,2021,4.32,2,56,93.91,Yes
992,199,2022,4.21,6,50,86.84,No
993,199,2023,4.10,3,42,93.61,No
994,199,2024,4.32,7,37,97.88,No
995,199,2025,3.90,5,63,85.29,Yes
996,200,2021,4.27,9,64,96.71,Yes
997,200,2022,4.25,8,51,94.72,No
998,200,2023,4.58,1,68,85.02,No
999,200,2024,4.74,9,54,87.05,No
1000,200,2025,4.57,2,46,99.27,Yes
1001,201,2021,4.10,2,80,85.40,Yes
1002,201,2022,4.12,4,80,93.15,No
1003,201,2023,4.16,4,65,86.65,No
1004,201,2024,4.33,7,90,86.03,Yes
1005,201,2025,4.22,7,68,99.01,No
1006,202,2021,3.70,2,60,97.17,No
1007,202,2022,3.43,3,61,95.83,Yes
1008,202,2023,3.11,2,55,93.54,No
1009,202,2024,3.57,3,63,96.53,Yes
1010,202,2025,3.68,1,52,91.27,Yes
1011,203,2021,3.02,10,62,88.67,No
1012,203,2022,3.53,3,45,92.36,Yes
1013,203,2023,3.26,2,48,90.27,No
1014,203,2024,2.94,4,54,98.87,No
1015,203,2025,3.34,8,63,91.62,No
1016,204,2021,3.76,1,49,89.63,No
1017,204,2022,3.96,8,60,92.63,Yes
1018,204,2023,3.53,7,48,93.42,Yes
1019,204,2024,3.40,9,56,89.50,Yes
1020,204,2025,3.91,10,38,85.62,No
1021,205,2021,3.34,1,40,91.33,No
1022,205,2022,3.14,3,55,95.81,Yes
1023,205,2023,2.79,3,48,95.24,No
1024,205,2024,3.27,4,56,97.93,No
1025,205,2025,3.34,9,33,93.89,No
1026,206,2021,3.24,8,39,85.54,No
1027,206,2022,3.33,6,26,88.10,Yes
1028,206,2023,3.17,4,54,97.84,No
1029,206,2024,3.46,5,26,96.99,Yes
1030,206,2025,3.34,2,38,97.64,No
1031,207,2021,3.92,1,78,97.84,Yes
1032,207,2022,4.04,2,71,89.42,No
1033,207,2023,4.13,6,86,90.80,No
1034,207,2024,3.65,7,59,90.96,No
1035,207,2025,3.90,2,81,92.47,Yes
1036,208,2021,3.42,6,63,99.25,Yes
1037,208,2022,3.37,1,58,91.61,No
1038,208,2023,3.17,6,43,85.96,Yes
1039,208,2024,2.87,5,50,97.09,No
1040,208,2025,2.66,4,61,99.93,Yes
1041,209,2021,3.97,1,47,90.05,No
1042,209,2022,3.52,6,46,86.51,No
1043,209,2023,3.95,5,56,85.65,Yes
1044,209,2024,3.64,8,43,87.29,No
1045,209,2025,3.42,5,29,91.17,No
1046,210,2021,3.50,2,24,90.07,Yes
1047,210,2022,3.41,9,27,89.37,No
1048,210,2023,3.65,10,41,94.66,Yes
1049,210,2024,3.04,7,37,94.98,No
1050,210,2025,3.02,3,36,89.54,No
1051,211,2021,4.00,10,74,87.87,Yes
1052,211,2022,3.80,5,69,95.84,Yes
1053,211,2023,3.50,6,73,85.16,Yes
1054,211,2024,3.42,4,72,96.45,No
1055,211,2025,3.73,7,63,94.95,Yes
1056,212,2021,2.75,1,42,88.36,Yes
1057,212,2022,3.34,4,39,96.11,No
1058,212,2023,3.36,6,53,85.32,No
1059,212,2024,3.39,9,62,86.47,No
1060,212,2025,3.27,5,48,88.65,No
1061,213,2021,4.22,5,62,91.69,Yes
1062,213,2022,4.37,1,64,99.20,No
1063,213,2023,4.36,6,61,95.16,Yes
1064,213,2024,4.34,6,59,90.75,Yes
1065,213,2025,4.55,3,77,99.85,No
1066,214,2021,3.44,2,26,97.10,No
1067,214,2022,3.07,10,46,90.01,Yes
1068,214,2023,3.52,10,20,92.98,No
1069,214,2024,2.99,8,40,93.76,Yes
1070,214,2025,3.22,9,32,86.63,No
1071,215,2021,3.58,6,85,93.90,No
1072,215,2022,3.31,10,81,93.63,No
1073,215,2023,3.59,10,84,97.86,No
1074,215,2024,3.46,9,80,90.16,Yes
1075,215,2025,3.53,3,72,95.26,No
1076,216,2021,4.18,10,48,96.13,No
1077,216,2022,4.32,2,31,99.61,Yes
1078,216,2023,4.55,8,46,87.36,No
1079,216,2024,4.36,10,56,92.50,No
1080,216,2025,4.90,1,30,90.35,No
1081,217,2021,2.92,6,25,95.62,Yes
1082,217,2022,2.70,7,20,96.33,Yes
1083,217,2023,2.61,2,28,99.68,Yes
1084,217,2024,3.37,6,19,88.53,No
1085,217,2025,3.35,3,19,93.17,No
1086,218,2021,3.74,1,72,96.85,Yes
1087,218,2022,3.11,5,83,95.97,No
1088,218,2023,3.25,2,87,92.20,Yes
1089,218,2024,3.46,3,82,94.79,Yes
1090,218,2025,3.52,7,61,85.53,Yes
1091,219,2021,2.54,8,71,97.65,Yes
1092,219,2022,2.95,10,68,85.52,No
1093,219,2023,2.79,6,83,86.18,Yes
1094,219,2024,2.91,5,89,93.03,Yes
1095,219,2025,2.64,6,72,87.31,No
1096,220,2021,4.55,4,83,98.14,Yes
1097,220,2022,4.11,6,66,88.94,No
1098,220,2023,4.46,9,91,91.81,Yes
1099,220,2024,4.24,8,74,92.33,Yes
1100,220,2025,4.19,10,92,92.47,No
1101,221,2021,3.72,10,43,96.88,Yes
1102,221,2022,3.60,2,59,85.53,Yes
1103,221,2023,3.56,4,38,94.72,Yes
1104,221,2024,3.47,4,66,92.08,Yes
1105,221,2025,3.55,7,57,97.91,Yes
1106,222,2021,3.94,2,72,88.25,No
1107,222,2022,3.92,5,72,97.58,Yes
1108,222,2023,3.82,3,74,95.91,No
1109,222,2024,3.68,10,81,91.31,Yes
1110,222,2025,3.78,6,81,93.17,No
1111,223,2021,3.96,7,71,92.09,Yes
1112,223,2022,4.01,10,69,94.44,Yes
1113,223,2023,3.81,7,79,86.78,No
1114,223,2024,3.78,1,79,88.12,Yes
1115,223,2025,3.39,6,98,85.60,No
1116,224,2021,3.15,8,55,96.80,No
1117,224,2022,3.13,1,46,92.77,Yes
1118,224,2023,3.21,3,38,97.95,No
1119,224,2024,3.40,4,62,90.70,Yes
1120,224,2025,3.25,3,44,87.17,Yes
1121,225,2021,3.04,5,23,96.80,No
1122,225,2022,3.32,7,40,91.14,Yes
1123,225,2023,3.28,4,25,89.40,No
1124,225,2024,2.76,2,29,86.19,No
1125,225,2025,2.92,8,49,95.75,No
1126,226,2021,3.89,2,27,86.68,Yes
1127,226,2022,4.53,4,12,92.56,No
1128,226,2023,4.32,2,25,88.58,No
1129,226,2024,4.30,8,17,96.79,Yes
1130,226,2025,4.47,1,19,91.51,Yes
1131,227,2021,3.73,9,68,88.17,No
1132,227,2022,3.63,8,85,96.34,No
1133,227,2023,3.65,3,76,90.86,No
1134,227,2024,3.64,7,61,94.65,Yes
1135,227,2025,3.87,4,81,90.55,No
1136,228,2021,4.93,3,81,90.55,No
1137,228,2022,4.20,7,72,87.36,Yes
1138,228,2023,4.38,9,65,97.25,No
1139,228,2024,4.33,6,69,99.68,No
1140,228,2025,4.61,7,91,93.68,Yes
1141,229,2021,2.95,8,44,93.06,Yes
1142,229,2022,2.96,9,40,90.13,No
1143,229,2023,3.06,8,16,97.30,No
1144,229,2024,2.72,10,43,90.11,No
1145,229,2025,3.40,3,29,93.81,Yes
1146,230,2021,3.95,2,54,91.20,Yes
1147,230,2022,3.69,2,67,88.17,Yes
1148,230,2023,3.40,5,55,87.20,No
1149,230,2024,3.40,3,52,93.31,Yes
1150,230,2025,3.50,8,58,85.60,Yes
1151,231,2021,2.91,1,71,87.85,No
1152,231,2022,2.69,6,76,93.30,Yes
1153,231,2023,3.30,8,60,99.16,Yes
1154,231,2024,2.96,6,81,96.81,No
1155,231,2025,2.76,9,83,89.51,No
1156,232,2021,3.08,5,34,88.92,Yes
1157,232,2022,2.90,3,40,97.15,Yes
1158,232,2023,2.91,3,35,94.19,No
1159,232,2024,2.57,5,62,87.47,Yes
1160,232,2025,2.73,10,32,91.56,No
1161,233,2021,4.75,9,71,92.69,Yes
1162,233,2022,4.62,2,68,91.58,Yes
1163,233,2023,4.64,4,64,90.77,No
1164,233,2024,4.54,2,57,94.27,Yes
1165,233,2025,4.23,8,49,99.37,No
1166,234,2021,3.85,5,31,97.29,No
1167,234,2022,4.49,1,40,96.29,No
1168,234,2023,4.32,5,43,88.31,No
1169,234,2024,4.05,4,20,94.94,No
1170,234,2025,4.00,2,36,95.32,Yes
1171,235,2021,3.03,8,32,91.93,Yes
1172,235,2022,2.77,9,47,96.98,Yes
1173,235,2023,2.83,5,34,93.03,No
1174,235,2024,2.72,4,42,92.01,No
1175,235,2025,3.05,1,49,92.72,Yes
1176,236,2021,2.50,10,52,96.63,Yes
1177,236,2022,2.76,10,54,88.97,No
1178,236,2023,2.91,3,42,88.89,No
1179,236,2024,2.34,5,42,96.90,No
1180,236,2025,3.12,8,56,99.19,No
1181,237,2021,2.60,2,40,96.23,No
1182,237,2022,3.15,2,36,98.28,No
1183,237,2023,2.85,4,29,97.19,Yes
1184,237,2024,3.19,1,57,96.62,No
1185,237,2025,2.97,7,40,89.80,No
1186,238,2021,3.58,8,85,89.88,Yes
1187,238,2022,3.18,2,68,88.48,Yes
1188,238,2023,3.66,10,71,89.19,Yes
1189,238,2024,3.57,9,91,91.41,No
1190,238,2025,3.06,3,73,88.17,Yes
1191,239,2021,3.70,3,57,93.42,No
1192,239,2022,3.52,7,51,86.55,Yes
1193,239,2023,4.09,7,55,95.58,No
1194,239,2024,3.64,5,43,85.59,No
1195,239,2025,3.90,7,73,91.27,No
1196,240,2021,4.54,9,35,86.18,Yes
1197,240,2022,4.65,3,30,90.97,No
1198,240,2023,4.52,6,44,91.03,Yes
1199,240,2024,4.17,9,42,98.46,No
1200,240,2025,4.16,3,55,93.99,Yes
1201,241,2021,3.65,2,55,89.03,No
1202,241,2022,3.63,6,39,94.33,No
1203,241,2023,3.91,8,40,99.08,No
1204,241,2024,3.85,6,53,94.74,No
1205,241,2025,3.50,5,65,91.78,Yes
1206,242,2021,2.46,10,50,98.24,No
1207,242,2022,2.98,5,66,89.42,No
1208,242,2023,2.67,10,55,99.96,No
1209,242,2024,2.36,4,47,96.35,No
1210,242,2025,2.76,5,61,87.35,No
1211,243,2021,3.14,8,63,86.62,No
1212,243,2022,3.17,3,57,91.03,Yes
1213,243,2023,2.77,8,72,92.49,No
1214,243,2024,2.88,7,58,87.72,No
1215,243,2025,3.12,10,72,86.75,Yes
1216,244,2021,4.24,7,87,91.82,Yes
1217,244,2022,4.73,4,89,97.20,Yes
1218,244,2023,3.97,10,69,87.80,No
1219,244,2024,4.60,5,71,96.32,Yes
1220,244,2025,4.70,2,88,98.71,Yes
1221,245,2021,3.83,7,43,96.16,Yes
1222,245,2022,3.77,8,43,90.49,Yes
1223,245,2023,3.77,10,45,85.65,No
1224,245,2024,3.69,4,57,88.30,No
1225,245,2025,3.52,3,42,89.76,Yes
1226,246,2021,3.73,3,26,85.04,No
1227,246,2022,3.38,5,24,95.47,No
1228,246,2023,3.49,4,39,99.32,No
1229,246,2024,3.19,8,36,88.20,No
1230,246,2025,3.90,4,34,88.83,No
1231,247,2021,3.87,1,51,95.09,Yes
1232,247,2022,4.00,2,71,85.22,No
1233,247,2023,4.34,9,70,85.81,No
1234,247,2024,4.38,2,67,98.68,No
1235,247,2025,4.01,7,42,90.82,Yes
1236,248,2021,2.87,5,78,94.05,No
1237,248,2022,2.59,2,83,86.31,Yes
1238,248,2023,3.00,1,75,96.04,No
1239,248,2024,2.48,10,84,92.53,No
1240,248,2025,2.72,1,94,93.44,No
1241,249,2021,3.93,10,76,96.20,No
1242,249,2022,4.25,3,49,90.58,No
1243,249,2023,4.24,8,70,99.52,Yes
1244,249,2024,3.96,4,67,95.83,No
1245,249,2025,4.36,9,46,91.21,Yes
1246,250,2021,3.92,2,26,98.19,Yes
1247,250,2022,4.55,5,50,87.90,No
1248,250,2023,4.47,1,53,91.82,No
1249,250,2024,3.93,3,24,90.15,No
1250,250,2025,4.04,7,29,98.11,Yes
1251,251,2021,4.09,1,34,98.57,Yes
1252,251,2022,4.02,7,24,88.00,No
1253,251,2023,3.67,7,38,92.04,No
1254,251,2024,4.07,9,28,93.20,Yes
1255,251,2025,3.99,6,41,90.29,No
1256,252,2021,2.91,1,42,86.97,No
1257,252,2022,3.12,5,47,99.71,No
1258,252,2023,3.36,6,60,97.73,Yes
1259,252,2024,3.05,9,41,88.19,Yes
